Unnamed: 0,Name,Team,Rush_Att,Rush_Yds,Rush_TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,Tgt,Rec,Rec_Yds,Rec_TD,Rush_Lng,Rec_Lng,FL,Rush_1D,Rush_YBC,Rush_YBC/Att,Rush_YAC,Rush_YAC/Att,Rush_BrkTkl,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
23.0,K.Turpin,Dallas Cowboys,0,0,0,0,0,0.0,0,0.0,0,0.0,4,3,36,0,0,22,0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1103,Atlanta Falcons,0,Mercedes-Benz,indoors,turf,66,76,6,0,Overcast
24.0,H.Luepke,Dallas Cowboys,1,5,0,1,5,5.0,0,0.0,0,0.0,2,2,4,0,5,7,0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1103,Atlanta Falcons,0,Mercedes-Benz,indoors,turf,66,76,6,0,Overcast
25.0,C.Lamb,Dallas Cowboys,2,15,0,1,15,7.5,0,0.0,0,0.0,12,8,47,0,18,10,0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,1103,Atlanta Falcons,0,Mercedes-Benz,indoors,turf,66,76,6,0,Overcast
26.0,R.Dowdle,Dallas Cowboys,12,75,0,4,75,6.3,0,0.0,0,0.0,6,5,32,1,15,13,0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,1103,Atlanta Falcons,0,Mercedes-Benz,indoors,turf,66,76,6,0,Overcast
27.0,D.Prescott,Dallas Cowboys,3,30,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,22,0,0,2.0,30.0,10.0,0.0,0.0,0.0,61.0,1103,Atlanta Falcons,0,Mercedes-Benz,indoors,turf,66,76,6,0,Overcast
28.0,C.Rush,Dallas Cowboys,1,4,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,4,0,0,1.0,4.0,4.0,0.0,0.0,0.0,39.0,1103,Atlanta Falcons,0,Mercedes-Benz,indoors,turf,66,76,6,0,Overcast
29.0,W.Robinson,New York Giants,0,0,0,0,0,0.0,0,0.0,0,0.0,4,3,10,0,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,1103,Washington Commanders,1,MetLife,outdoors,turf,52,31,6,0,Clear
30.0,M.Nabers,New York Giants,0,0,0,0,0,0.0,0,0.0,0,0.0,11,9,59,0,0,16,0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,1103,Washington Commanders,1,MetLife,outdoors,turf,52,31,6,0,Clear
31.0,D.Slayton,New York Giants,1,11,0,1,11,11.0,0,0.0,0,0.0,3,3,49,0,11,23,0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,1103,Washington Commanders,1,MetLife,outdoors,turf,52,31,6,0,Clear
32.0,D.Singletary,New York Giants,7,33,0,3,33,4.7,0,0.0,0,0.0,0,0,0,0,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1103,Washington Commanders,1,MetLife,outdoors,turf,52,31,6,0,Clear
33.0,T.Tracy,New York Giants,16,66,0,2,66,4.1,0,0.0,0,0.0,1,1,3,0,10,3,0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,1103,Washington Commanders,1,MetLife,outdoors,turf,52,31,6,0,Clear
34.0,D.Jones,New York Giants,7,54,1,0,0,0.0,0,0.0,0,0.0,0,0,0,0,24,0,1,6.0,54.0,7.7,0.0,0.0,0.0,100.0,1103,Washington Commanders,1,MetLife,outdoors,turf,52,31,6,0,Clear
35.0,T.McLaurin,Washington Commanders,0,0,0,0,0,0.0,0,0.0,0,0.0,3,2,19,2,0,18,0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,1103,New York Giants,0,MetLife,outdoors,turf,52,31,6,0,Clear
36.0,J.McNichols,Washington Commanders,8,20,0,1,20,2.5,0,0.0,0,0.0,1,0,0,0,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1103,New York Giants,0,MetLife,outdoors,turf,52,31,6,0,Clear
37.0,A.Ekeler,Washington Commanders,11,42,1,4,42,3.8,0,0.0,0,0.0,4,3,41,0,20,28,0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,1103,New York Giants,0,MetLife,outdoors,turf,52,31,6,0,Clear
38.0,C.Rodriguez,Washington Commanders,11,52,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,17,0,0,3.0,52.0,4.7,0.0,0.0,0.0,32.0,1103,New York Giants,0,MetLife,outdoors,turf,52,31,6,0,Clear
39.0,J.Daniels,Washington Commanders,8,35,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,16,0,0,3.0,35.0,4.4,0.0,0.0,0.0,100.0,1103,New York Giants,0,MetLife,outdoors,turf,52,31,6,0,Clear
40.0,M.Sanders,Carolina Panthers,2,-5,0,0,-5,-2.5,0,0.0,0,0.0,2,2,-5,0,-2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1103,New Orleans Saints,1,Bank of America,outdoors,grass,64,42,7,0,Mostly Cloudy
41.0,J.Mingo,Carolina Panthers,0,0,0,0,0,0.0,0,0.0,0,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1103,New Orleans Saints,1,Bank of America,outdoors,grass,64,42,7,0,Mostly Cloudy
42.0,X.Legette,Carolina Panthers,1,6,0,1,6,6.0,0,0.0,0,0.0,6,4,33,1,6,26,0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,1103,New Orleans Saints,1,Bank of America,outdoors,grass,64,42,7,0,Mostly Cloudy
43.0,C.Hubbard,Carolina Panthers,15,72,2,3,72,4.8,0,0.0,0,0.0,3,2,0,0,16,5,0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1103,New Orleans Saints,1,Bank of America,outdoors,grass,64,42,7,0,Mostly Cloudy
44.0,B.Young,Carolina Panthers,4,9,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,9,0,0,1.0,9.0,2.3,0.0,0.0,0.0,100.0,1103,New Orleans Saints,1,Bank of America,outdoors,grass,64,42,7,0,Mostly Cloudy
45.0,A.Kamara,New Orleans Saints,29,155,0,7,155,5.3,0,0.0,0,0.0,9,6,60,0,20,20,0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,1103,Carolina Panthers,0,Bank of America,outdoors,grass,64,42,7,0,Mostly Cloudy
46.0,T.Hill,New Orleans Saints,5,19,1,3,19,3.8,0,0.0,0,0.0,5,4,41,0,7,15,0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1103,Carolina Panthers,0,Bank of America,outdoors,grass,64,42,7,0,Mostly Cloudy
47.0,D.Carr,New Orleans Saints,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,1103,Carolina Panthers,0,Bank of America,outdoors,grass,64,42,7,0,Mostly Cloudy
48.0,J.Dotson,Philadelphia Eagles,0,0,0,0,0,0.0,0,0.0,0,0.0,1,1,36,0,0,36,0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,1103,Jacksonville Jaguars,1,Lincoln Financial Field,outdoors,grass,58,34,6,0,Partly Cloudy
49.0,K.Gainwell,Philadelphia Eagles,5,9,0,0,9,1.8,0,0.0,0,0.0,1,1,1,0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1103,Jacksonville Jaguars,1,Lincoln Financial Field,outdoors,grass,58,34,6,0,Partly Cloudy
50.0,S.Barkley,Philadelphia Eagles,27,159,1,5,159,5.9,0,0.0,0,0.0,4,3,40,1,21,20,1,0.0,0.0,0.0,0.0,0.0,0.0,72.0,1103,Jacksonville Jaguars,1,Lincoln Financial Field,outdoors,grass,58,34,6,0,Partly Cloudy
51.0,J.Hurts,Philadelphia Eagles,13,67,1,0,0,0.0,0,0.0,0,0.0,0,0,0,0,21,0,0,4.0,67.0,5.2,0.0,0.0,0.0,100.0,1103,Jacksonville Jaguars,1,Lincoln Financial Field,outdoors,grass,58,34,6,0,Partly Cloudy
52.0,B.Thomas,Jacksonville Jaguars,0,0,0,0,0,0.0,0,0.0,0,0.0,4,2,22,0,0,16,0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,1103,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,58,34,6,0,Partly Cloudy
53.0,D.Johnson,Jacksonville Jaguars,2,6,0,0,6,3.0,0,0.0,0,0.0,1,0,0,0,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1103,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,58,34,6,0,Partly Cloudy
54.0,T.Bigsby,Jacksonville Jaguars,8,22,0,1,22,2.8,0,0.0,0,0.0,0,0,0,0,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,1103,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,58,34,6,0,Partly Cloudy
55.0,T.Etienne,Jacksonville Jaguars,3,24,0,1,24,8.0,0,0.0,0,0.0,3,2,6,0,16,3,0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1103,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,58,34,6,0,Partly Cloudy
56.0,T.Lawrence,Jacksonville Jaguars,5,8,2,2,8,1.6,0,0.0,0,0.0,0,0,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1103,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,58,34,6,0,Partly Cloudy
57.0,C.Tillman,Cleveland Browns,0,0,0,0,0,0.0,0,0.0,0,0.0,11,6,75,1,0,17,0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,1103,Los Angeles Chargers,1,Huntington Bank Field,outdoors,grass,62,32,11,0,Clear
58.0,J.Ford,Cleveland Browns,2,5,0,0,5,2.5,0,0.0,0,0.0,3,1,2,0,6,2,0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1103,Los Angeles Chargers,1,Huntington Bank Field,outdoors,grass,62,32,11,0,Clear
59.0,N.Chubb,Cleveland Browns,15,39,0,2,39,2.6,0,0.0,0,0.0,1,1,-4,0,11,-4,0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1103,Los Angeles Chargers,1,Huntington Bank Field,outdoors,grass,62,32,11,0,Clear
60.0,J.Winston,Cleveland Browns,5,27,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,13,0,0,4.0,27.0,5.4,0.0,0.0,0.0,100.0,1103,Los Angeles Chargers,1,Huntington Bank Field,outdoors,grass,62,32,11,0,Clear
61.0,J.Reagor,Los Angeles Chargers,0,0,0,0,0,0.0,0,0.0,0,0.0,2,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1103,Cleveland Browns,0,Huntington Bank Field,outdoors,grass,62,32,11,0,Clear
62.0,Q.Johnston,Los Angeles Chargers,1,2,0,0,2,2.0,0,0.0,0,0.0,5,4,118,1,2,66,0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,1103,Cleveland Browns,0,Huntington Bank Field,outdoors,grass,62,32,11,0,Clear
63.0,J.Dobbins,Los Angeles Chargers,14,85,2,3,85,6.1,0,0.0,0,0.0,2,2,20,0,34,10,0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,1103,Cleveland Browns,0,Huntington Bank Field,outdoors,grass,62,32,11,0,Clear
64.0,J.Herbert,Los Angeles Chargers,3,2,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,4,0,0,0.0,2.0,0.7,0.0,0.0,0.0,100.0,1103,Cleveland Browns,0,Huntington Bank Field,outdoors,grass,62,32,11,0,Clear
65.0,Z.Flowers,Baltimore Ravens,0,0,0,0,0,0.0,0,0.0,0,0.0,6,5,127,2,0,53,0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,1103,Denver Broncos,1,M&amp;T Bank,outdoors,grass,56,29,5,0,Clear
66.0,J.Hill,Baltimore Ravens,5,15,0,2,15,3.0,0,0.0,0,0.0,3,3,43,0,8,24,0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1103,Denver Broncos,1,M&amp;T Bank,outdoors,grass,56,29,5,0,Clear
67.0,D.Henry,Baltimore Ravens,23,106,2,5,106,4.6,0,0.0,0,0.0,1,1,27,0,20,27,0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,1103,Denver Broncos,1,M&amp;T Bank,outdoors,grass,56,29,5,0,Clear
68.0,L.Jackson,Baltimore Ravens,3,4,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,11,0,0,1.0,4.0,1.3,0.0,0.0,0.0,89.0,1103,Denver Broncos,1,M&amp;T Bank,outdoors,grass,56,29,5,0,Clear
69.0,M.Mims,Denver Broncos,0,0,0,0,0,0.0,0,0.0,0,0.0,2,1,4,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1103,Baltimore Ravens,0,M&amp;T Bank,outdoors,grass,56,29,5,0,Clear
70.0,T.Franklin,Denver Broncos,0,0,0,0,0,0.0,0,0.0,0,0.0,4,1,19,0,0,19,0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1103,Baltimore Ravens,0,M&amp;T Bank,outdoors,grass,56,29,5,0,Clear
71.0,J.McLaughlin,Denver Broncos,5,10,0,0,10,2.0,0,0.0,0,0.0,3,3,10,0,3,6,0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1103,Baltimore Ravens,0,M&amp;T Bank,outdoors,grass,56,29,5,0,Clear
72.0,J.Williams,Denver Broncos,12,42,0,2,42,3.5,0,0.0,0,0.0,3,2,42,0,7,34,0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1103,Baltimore Ravens,0,M&amp;T Bank,outdoors,grass,56,29,5,0,Clear
73.0,B.Nix,Denver Broncos,6,36,0,3,36,6.0,0,0.0,0,0.0,1,1,2,1,15,2,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1103,Baltimore Ravens,0,M&amp;T Bank,outdoors,grass,56,29,5,0,Clear
74.0,J.Nailor,Minnesota Vikings,0,0,0,0,0,0.0,0,0.0,0,0.0,1,1,7,1,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1103,Indianapolis Colts,1,U.S. Bank,indoors,turf,48,96,9,14,Rain
75.0,J.Addison,Minnesota Vikings,1,9,0,0,9,9.0,0,0.0,0,0.0,5,5,42,1,9,21,0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,1103,Indianapolis Colts,1,U.S. Bank,indoors,turf,48,96,9,14,Rain
76.0,C.Akers,Minnesota Vikings,6,46,0,3,46,7.7,0,0.0,0,0.0,2,2,7,0,13,7,0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1103,Indianapolis Colts,1,U.S. Bank,indoors,turf,48,96,9,14,Rain
77.0,A.Jones,Minnesota Vikings,21,64,0,4,64,3.0,0,0.0,0,0.0,4,4,18,0,13,22,0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,1103,Indianapolis Colts,1,U.S. Bank,indoors,turf,48,96,9,14,Rain
78.0,J.Jefferson,Minnesota Vikings,0,0,0,0,0,0.0,0,0.0,0,0.0,9,7,137,0,0,41,0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,1103,Indianapolis Colts,1,U.S. Bank,indoors,turf,48,96,9,14,Rain
79.0,S.Darnold,Minnesota Vikings,4,14,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,11,0,1,3.0,14.0,3.5,0.0,0.0,0.0,100.0,1103,Indianapolis Colts,1,U.S. Bank,indoors,turf,48,96,9,14,Rain
80.0,J.Downs,Indianapolis Colts,0,0,0,0,0,0.0,0,0.0,0,0.0,9,6,60,0,0,16,0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1103,Minnesota Vikings,0,U.S. Bank,indoors,turf,48,96,9,14,Rain
81.0,T.Sermon,Indianapolis Colts,2,4,0,0,4,2.0,0,0.0,0,0.0,2,1,9,0,4,9,0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1103,Minnesota Vikings,0,U.S. Bank,indoors,turf,48,96,9,14,Rain
82.0,J.Taylor,Indianapolis Colts,13,48,0,2,48,3.7,0,0.0,0,0.0,5,3,11,0,13,11,0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,1103,Minnesota Vikings,0,U.S. Bank,indoors,turf,48,96,9,14,Rain
83.0,J.Flacco,Indianapolis Colts,2,-1,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,1,0.0,-1.0,-0.5,0.0,0.0,0.0,100.0,1103,Minnesota Vikings,0,U.S. Bank,indoors,turf,48,96,9,14,Rain
84.0,Z.Charbonnet,Seattle Seahawks,2,8,0,0,8,4.0,0,0.0,0,0.0,3,2,25,0,6,24,0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1103,Los Angeles Rams,1,Lumen Field,outdoors,turf,53,83,3,30,Mostly Cloudy
85.0,K.Walker,Seattle Seahawks,25,83,0,3,83,3.3,0,0.0,0,0.0,3,3,24,0,10,18,0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,1103,Los Angeles Rams,1,Lumen Field,outdoors,turf,53,83,3,30,Mostly Cloudy
86.0,G.Smith,Seattle Seahawks,6,16,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,11,0,0,1.0,16.0,2.7,0.0,0.0,0.0,100.0,1103,Los Angeles Rams,1,Lumen Field,outdoors,turf,53,83,3,30,Mostly Cloudy
87.0,P.Nacua,Los Angeles Rams,0,0,0,0,0,0.0,0,0.0,0,0.0,4,1,11,0,0,11,0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1103,Seattle Seahawks,0,Lumen Field,outdoors,turf,53,83,3,30,Mostly Cloudy
88.0,T.Atwell,Los Angeles Rams,0,0,0,0,0,0.0,0,0.0,0,0.0,3,1,16,0,0,16,0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1103,Seattle Seahawks,0,Lumen Field,outdoors,turf,53,83,3,30,Mostly Cloudy
89.0,C.Kupp,Los Angeles Rams,0,0,0,0,0,0.0,0,0.0,0,0.0,14,11,104,0,0,23,0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,1103,Seattle Seahawks,0,Lumen Field,outdoors,turf,53,83,3,30,Mostly Cloudy
90.0,K.Williams,Los Angeles Rams,22,69,0,4,69,3.1,0,0.0,0,0.0,3,1,26,0,9,26,0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,1103,Seattle Seahawks,0,Lumen Field,outdoors,turf,53,83,3,30,Mostly Cloudy
91.0,M.Stafford,Los Angeles Rams,1,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1103,Seattle Seahawks,0,Lumen Field,outdoors,turf,53,83,3,30,Mostly Cloudy
92.0,G.Dortch,Arizona Cardinals,0,0,0,0,0,0.0,0,0.0,0,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1103,Chicago Bears,1,State Farm,indoors,grass,55,40,0,22,Mostly Cloudy
93.0,T.McBride,Arizona Cardinals,1,2,1,1,2,2.0,0,0.0,0,0.0,4,3,35,0,2,15,0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,1103,Chicago Bears,1,State Farm,indoors,grass,55,40,0,22,Mostly Cloudy
94.0,T.Benson,Arizona Cardinals,8,37,1,2,37,4.6,0,0.0,0,0.0,1,1,18,0,17,18,0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1103,Chicago Bears,1,State Farm,indoors,grass,55,40,0,22,Mostly Cloudy
95.0,E.Demercado,Arizona Cardinals,4,59,1,1,59,14.8,0,0.0,0,0.0,2,2,21,0,53,12,0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1103,Chicago Bears,1,State Farm,indoors,grass,55,40,0,22,Mostly Cloudy
96.0,J.Conner,Arizona Cardinals,18,107,0,5,107,5.9,0,0.0,0,0.0,3,3,12,0,16,8,0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,1103,Chicago Bears,1,State Farm,indoors,grass,55,40,0,22,Mostly Cloudy
97.0,K.Murray,Arizona Cardinals,2,6,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,6,0,1,1.0,6.0,3.0,0.0,0.0,0.0,95.0,1103,Chicago Bears,1,State Farm,indoors,grass,55,40,0,22,Mostly Cloudy
98.0,D.Moore,Chicago Bears,0,0,0,0,0,0.0,0,0.0,0,0.0,9,4,33,0,0,16,0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,1103,Arizona Cardinals,0,State Farm,indoors,grass,55,40,0,22,Mostly Cloudy
99.0,R.Odunze,Chicago Bears,0,0,0,0,0,0.0,0,0.0,0,0.0,7,5,104,0,0,44,0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,1103,Arizona Cardinals,0,State Farm,indoors,grass,55,40,0,22,Mostly Cloudy
100.0,R.Johnson,Chicago Bears,3,13,0,0,13,4.3,0,0.0,0,0.0,3,2,8,0,7,5,0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1103,Arizona Cardinals,0,State Farm,indoors,grass,55,40,0,22,Mostly Cloudy
101.0,D.Swift,Chicago Bears,16,51,0,5,51,3.2,0,0.0,0,0.0,6,6,31,0,13,7,0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,1103,Arizona Cardinals,0,State Farm,indoors,grass,55,40,0,22,Mostly Cloudy
